Generacion 28
--------------------
		--------Poblacion: ---------
Individuo 0: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 1: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 2: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 3: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 4: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 5: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 6: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 7: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 8: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 9: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 10: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 11: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 12: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 13: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 14: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 15: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 16: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 17: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 18: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 19: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 20: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 21: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 22: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 23: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 24: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
Individuo 25: 0.8421000242233276 || [1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 5, 4, 2, 10, 6, 8, 1, 9, 7, 3, 1, 1, 7, 3, 1, 2, 3, 1, 1, 6] 
