Generacion 21
---------------
		--------Poblacion: ---------
Individuo 10: 0.5368000268936157 || [4, 4, 1, 1, 2, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 3, 1, 1, 3, 3, 1, 1, 2, 3, 1, 1, 3, 1, 3, 1, 1, 2, 8, 5, 6, 9, 10, 1, 7, 3, 4, 2, 1, 1, 7, 3, 1, 3, 7, 1, 1, 1] 
Individuo 11: 0.536300003528595 || [4, 4, 1, 1, 2, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 3, 2, 1, 3, 3, 1, 1, 2, 3, 2, 1, 2, 3, 2, 1, 3, 2, 6, 5, 8, 1, 9, 4, 10, 3, 7, 2, 1, 1, 7, 1, 1, 1, 4, 1, 1, 1] 
Individuo 12: 0.5360999703407288 || [4, 4, 1, 1, 2, 1, 1, 3, 1, 1, 1, 3, 2, 1, 3, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 3, 2, 1, 3, 2, 1, 1, 2, 3, 3, 1, 3, 1, 2, 1, 1, 2, 6, 3, 8, 4, 5, 1, 9, 10, 7, 3, 1, 1, 1, 2, 1, 1, 7, 1, 1, 1] 
Individuo 13: 0.5354999899864197 || [4, 4, 1, 1, 2, 1, 1, 3, 2, 1, 1, 2, 1, 1, 3, 2, 1, 1, 1, 2, 1, 1, 3, 2, 2, 1, 2, 3, 1, 1, 3, 3, 1, 1, 2, 3, 1, 1, 3, 1, 3, 1, 1, 2, 8, 5, 6, 1, 10, 9, 7, 3, 4, 2, 1, 1, 7, 3, 1, 3, 7, 1, 1, 1] 
Individuo 14: 0.5354999899864197 || [4, 4, 1, 1, 2, 1, 1, 3, 2, 1, 1, 2, 1, 1, 3, 2, 1, 1, 1, 2, 1, 1, 3, 2, 2, 1, 2, 3, 1, 1, 3, 3, 1, 1, 2, 3, 1, 1, 3, 1, 3, 1, 1, 2, 8, 5, 6, 1, 10, 9, 7, 3, 4, 2, 1, 1, 7, 3, 1, 3, 7, 1, 1, 1] 
Individuo 15: 0.5354999899864197 || [4, 4, 1, 1, 2, 1, 1, 3, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 3, 2, 2, 1, 2, 3, 1, 1, 3, 3, 1, 1, 2, 3, 3, 1, 3, 1, 2, 1, 1, 2, 8, 5, 6, 9, 7, 3, 10, 4, 1, 3, 1, 1, 1, 2, 1, 1, 7, 1, 1, 1] 
Individuo 16: 0.534600019454956 || [4, 4, 1, 1, 2, 1, 1, 3, 1, 1, 1, 3, 2, 1, 3, 3, 1, 1, 2, 2, 1, 1, 3, 2, 2, 1, 2, 3, 2, 1, 3, 3, 1, 1, 2, 3, 3, 1, 3, 1, 2, 1, 1, 2, 8, 5, 6, 4, 7, 3, 9, 10, 1, 3, 1, 1, 1, 2, 1, 1, 7, 1, 1, 1] 
Individuo 17: 0.534500002861023 || [4, 4, 1, 1, 2, 1, 1, 3, 1, 1, 1, 3, 1, 1, 3, 2, 1, 1, 1, 2, 1, 1, 3, 2, 2, 1, 2, 3, 1, 1, 3, 3, 1, 1, 2, 3, 3, 1, 3, 1, 2, 1, 1, 2, 8, 5, 6, 4, 7, 3, 9, 10, 1, 3, 1, 1, 1, 2, 1, 1, 7, 1, 1, 1] 
Individuo 18: 0.534500002861023 || [4, 4, 1, 1, 2, 1, 1, 3, 1, 1, 1, 3, 2, 1, 3, 3, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 2, 3, 2, 1, 3, 2, 1, 1, 2, 3, 2, 1, 2, 3, 2, 1, 3, 2, 8, 5, 6, 1, 9, 4, 10, 3, 7, 2, 1, 1, 7, 1, 1, 1, 4, 1, 1, 1] 
Individuo 19: 0.534500002861023 || [4, 4, 1, 1, 2, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 3, 1, 1, 3, 3, 1, 1, 2, 3, 1, 1, 3, 1, 3, 1, 1, 2, 8, 3, 6, 9, 10, 1, 7, 4, 5, 2, 1, 1, 7, 3, 1, 3, 7, 1, 1, 1] 
Individuo 20: 0.5343000292778015 || [3, 4, 1, 1, 2, 1, 1, 3, 1, 1, 1, 3, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 2, 3, 1, 2, 3, 1, 1, 3, 3, 1, 1, 2, 3, 3, 1, 3, 1, 2, 1, 1, 2, 6, 5, 7, 9, 8, 3, 10, 4, 1, 3, 1, 1, 1, 2, 1, 1, 7, 1, 1, 1] 
Individuo 21: 0.5343000292778015 || [4, 4, 1, 1, 2, 1, 1, 3, 1, 1, 1, 2, 2, 1, 3, 2, 1, 1, 1, 2, 1, 1, 3, 2, 1, 1, 2, 3, 1, 1, 3, 3, 3, 1, 2, 3, 3, 1, 3, 1, 2, 1, 1, 2, 8, 5, 6, 4, 7, 3, 9, 10, 1, 3, 1, 1, 1, 2, 1, 1, 7, 1, 1, 1] 
Individuo 22: 0.5336999893188477 || [3, 4, 1, 1, 2, 1, 1, 3, 1, 1, 1, 3, 1, 1, 2, 3, 1, 1, 2, 2, 3, 1, 3, 2, 2, 1, 2, 3, 2, 1, 3, 3, 1, 1, 2, 3, 1, 1, 3, 1, 3, 1, 1, 2, 4, 3, 7, 5, 10, 9, 6, 1, 8, 2, 1, 1, 7, 3, 1, 3, 7, 1, 1, 1] 
Individuo 23: 0.5332000255584717 || [4, 4, 1, 1, 2, 1, 1, 3, 1, 1, 1, 3, 2, 1, 3, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 3, 2, 1, 3, 2, 1, 1, 2, 3, 2, 1, 2, 3, 2, 1, 3, 2, 8, 5, 6, 1, 9, 4, 10, 3, 7, 2, 1, 1, 7, 1, 1, 1, 4, 1, 1, 1] 
Individuo 24: 0.5327000021934509 || [3, 4, 1, 1, 2, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 3, 1, 1, 2, 2, 1, 1, 3, 2, 2, 1, 2, 3, 2, 1, 3, 3, 1, 1, 2, 3, 1, 1, 3, 1, 3, 1, 1, 2, 6, 5, 7, 4, 10, 9, 8, 1, 3, 2, 1, 1, 7, 3, 1, 3, 7, 1, 1, 1] 
Individuo 25: 0.5325999855995178 || [3, 4, 1, 1, 2, 1, 1, 3, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 2, 3, 1, 2, 3, 1, 1, 3, 3, 1, 1, 2, 3, 1, 1, 3, 1, 3, 1, 1, 2, 6, 3, 7, 5, 10, 9, 8, 1, 4, 2, 1, 1, 7, 3, 1, 3, 7, 1, 1, 1] 
Individuo 26: 0.5324000120162964 || [3, 4, 1, 1, 2, 1, 1, 3, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 3, 2, 1, 3, 3, 1, 1, 2, 3, 1, 1, 3, 1, 3, 1, 1, 2, 4, 3, 7, 5, 10, 9, 6, 1, 8, 2, 1, 1, 7, 3, 1, 3, 7, 1, 1, 1] 
Individuo 27: 0.5322999954223633 || [4, 4, 1, 1, 2, 1, 1, 3, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 3, 2, 1, 1, 2, 3, 2, 1, 3, 3, 1, 1, 2, 3, 1, 1, 3, 1, 3, 1, 1, 2, 8, 5, 7, 1, 10, 9, 3, 4, 6, 2, 1, 1, 7, 3, 1, 3, 7, 1, 1, 1] 
Individuo 28: 0.5322999954223633 || [4, 4, 1, 1, 2, 1, 1, 3, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 3, 2, 1, 1, 2, 3, 2, 1, 3, 3, 1, 1, 2, 3, 1, 1, 3, 1, 3, 1, 1, 2, 8, 5, 7, 1, 10, 9, 3, 4, 6, 2, 1, 1, 7, 3, 1, 3, 7, 1, 1, 1] 
Individuo 29: 0.5318999886512756 || [4, 4, 1, 1, 2, 1, 1, 3, 1, 1, 1, 3, 1, 1, 3, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 3, 1, 1, 3, 2, 1, 1, 2, 3, 2, 1, 2, 3, 2, 1, 3, 2, 8, 3, 7, 1, 9, 4, 10, 5, 6, 2, 1, 1, 7, 1, 1, 1, 4, 1, 1, 1] 
